type_id,type,product_id,product_name,product_finalprice,product_price,rating_html,soon_release,product_url,image_src,discount,discount_label_html,episode
simple,simple,589414,Bông Sen Vàng (Tái Bản 2024),102.700,130.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/bong-sen-vang-tai-ban-2024.html,https://cdn0.fahasa.com/media/catalog/product/8/9/8935279142156_2.jpg,21,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">21%</span></div>",
simple,simple,560143,Giáo Trình Kinh Tế Chính Trị Mác - Lênin (Dành Cho Bậc Đại Học Hệ Không Chuyên Lý Luận Chính Trị) (Tái Bản 2024),46.560,48.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/giao-trinh-kinh-te-chinh-tri-mac-lenin-danh-cho-bac-dai-hoc-he-khong-chuyen-ly-luan-chinh-tri-tai-ban-2024.html,https://cdn0.fahasa.com/media/catalog/product/z/5/z5458631230813_639bb254be8a2bcb9276d51c26d89e82.jpg,3,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">3%</span></div>",
simple,simple,534956,"Bộ Luật Hình Sự (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2017)",107.420,131.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/bo-luat-hinh-su-hien-hanh-sua-doi-bo-sung-nam-2017.html,https://cdn0.fahasa.com/media/catalog/product/8/9/8935279159383.jpg,18,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">18%</span></div>",
simple,simple,369213,Di Sản Hồ Chí Minh - Hành Trình Theo Chân Bác (Tái Bản 2021),105.000,125.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",,https://www.fahasa.com/dshcm-hanh-trinh-theo-chan-bac.html,https://cdn0.fahasa.com/media/catalog/product/i/m/image_237825.jpg,16,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">16%</span></div>",
simple,simple,552548,Tư Duy Pháp Lý Của Luật Sư (Tái Bản 2024),218.400,260.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/tu-duy-phap-ly-cua-luat-su-tai-ban-2024.html,https://cdn0.fahasa.com/media/catalog/product/i/m/image_180928_1.jpg,16,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">16%</span></div>",
simple,simple,576512,"Kế Thừa, Phát Huy Truyền Thống Dân Tộc, Tư Tưởng Ngoại Giao Hồ Chí Minh, Quyết Tâm Xây Dựng Và Phát Triển Nền Đối Ngoại, Ngoại Giao Toàn Diện, Hiện Đại Mang Đậm Bản Sắc ""Cây Tre Việt Nam""",15.800,20.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/ke-thua-phat-huy-truyen-thong-dan-toc-tu-tuong-ngoai-giao-ho-chi-minh-quyet-tam-xay-dung-va-phat-trien-nen-doi-ngoai-ngoai-giao-toan-dien-hien-dai-mang-dam-ban-sac-cay-tre-viet-nam.html,https://cdn0.fahasa.com/media/catalog/product/8/9/8935279163298_1.jpg,21,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">21%</span></div>",
simple,simple,534955,"Bộ Luật Tố Tụng Hình Sự (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2021)",99.220,121.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/bo-luat-to-tung-hinh-su-hien-hanh-sua-doi-bo-sung-nam-2021-534955.html,https://cdn0.fahasa.com/media/catalog/product/8/9/8935279159376.jpg,18,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">18%</span></div>",
simple,simple,579834,Thiền Là Gì?,54.400,68.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/thien-la-gi.html,https://cdn0.fahasa.com/media/catalog/product/t/h/thienlagi.jpg,20,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">20%</span></div>",
simple,simple,428444,Luân Lý Học - Bìa Cứng (Tái Bản 2022),280.000,350.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/luan-ly-hoc-tai-ban.html,https://cdn0.fahasa.com/media/catalog/product/9/7/9786048469603.jpg,20,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">20%</span></div>",
simple,simple,534953,Luật Đất Đai,89.380,109.000,"<div class='desktop_only ratings'>
							    <div class='rating-box'>
								<div class='rating' style='width:0%'></div>
							    </div>
						    </div><div class='mobile_only fhs_center_left margin_top_small '><div class='icon-star deactive'></div><div class='rating-links'>0</div></div>",0,https://www.fahasa.com/luat-dat-dai-534953.html,https://cdn0.fahasa.com/media/catalog/product/8/9/8935279157754.jpg,18,"<div class=""label-pro-sale m-label-pro-sale""><span class=""p-sale-label discount-l-fs"">18%</span></div>",
